V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,binaryClass
91.0,1986.0,48.0,?,1,8,1.63069e+17,1.95989e+17,2.12e+17,2.18e+17,2.45e+17,2.54827e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36501e+17,3.44177e+17,3.66413e+17,3.84428e+17,374.0,7.0,?,1
260.0,1983.0,?,?,6,8,1.74124e+17,1.95989e+17,2.11e+17,?,2.46e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.35346e+17,3.48399e+17,3.66413e+17,3.84428e+17,1.0,61.0,?,1
110.0,1970.0,15.0,1.0,11,26,1.78083e+17,1.95989e+17,2.14e+17,2.26e+17,2.45e+17,2.63275e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.36358e+17,3.48399e+17,3.66413e+17,3.84428e+17,359.0,31.0,?,0
296.0,1980.0,40.0,1.0,14,24,1.6378e+17,1.95989e+17,2.02e+17,2.32e+17,2.37e+17,2.58735e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.38902e+17,3.58119e+17,3.66413e+17,3.84428e+17,275.0,25.0,?,1
193.0,1986.0,?,?,2,9,1.77605e+17,1.95989e+17,2e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38994e+17,3.58119e+17,3.76133e+17,3.94148e+17,27.0,21.0,?,1
200.0,1986.0,?,?,13,17,1.74983e+17,1.95989e+17,2e+17,?,2.36e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.2563e+17,3.58119e+17,3.76133e+17,3.94148e+17,13.0,373.0,?,1
244.0,1986.0,?,?,4,9,1.79638e+17,1.95989e+17,2.06e+17,?,2.38e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33765e+17,3.58119e+17,3.66413e+17,3.84428e+17,7.0,63.0,?,0
94.0,1970.0,15.0,?,2,5,1.73048e+17,1.95989e+17,2.13e+17,2.29e+17,2.37e+17,2.63257e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.38902e+17,3.58119e+17,3.66413e+17,3.84428e+17,385.0,20.0,?,1
249.0,1983.0,188.0,18.0,1,4,1.71219e+17,1.95989e+17,2.02e+17,2.26e+17,2.37e+17,2.67532e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.39522e+17,3.58119e+17,3.76133e+17,3.94148e+17,103.0,358.0,?,1
98.0,1986.0,95.0,1.0,7,12,1.67626e+17,1.95989e+17,2.05e+17,2.29e+17,2.45e+17,2.57458e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38585e+17,3.58119e+17,3.66413e+17,3.84428e+17,399.0,158.0,?,1
272.0,1986.0,?,?,1,4,1.76786e+17,1.95989e+17,2.12e+17,?,2.37e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.35216e+17,3.58119e+17,3.76133e+17,3.84428e+17,36.0,3.0,?,0
134.0,1980.0,9.0,2.0,7,10,1.70657e+17,1.95989e+17,2.09e+17,2.27e+17,2.4e+17,2.6761e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39348e+17,3.58119e+17,3.76133e+17,3.84428e+17,292.0,43.0,?,1
303.0,1970.0,175.0,8.0,5,16,1.62251e+17,1.95989e+17,2.1e+17,2.21e+17,2.41e+17,2.53239e+17,2.75201e+17,2.94356e+17,3.22817e+17,3.36132e+17,3.44177e+17,3.66413e+17,3.84428e+17,136.0,80.0,?,1
251.0,1980.0,24.0,4.0,9,10,1.66194e+17,1.95989e+17,2.15e+17,2.24e+17,2.47e+17,2.68924e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.38396e+17,3.44177e+17,3.66413e+17,3.84428e+17,277.0,68.0,?,1
236.0,1970.0,633.0,51.0,23,29,1.72976e+17,1.95989e+17,2.1e+17,2.2e+17,2.43e+17,2.5671e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3787e+17,3.58119e+17,3.76133e+17,3.94148e+17,76.0,34.0,?,1
268.0,1980.0,13.0,1.0,22,42,1.75617e+17,1.95989e+17,2.01e+17,2.3e+17,2.46e+17,2.5234e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,309.0,213.0,?,1
350.0,1980.0,151.0,33.0,0,7,1.70308e+17,1.95989e+17,2.08e+17,2.32e+17,2.46e+17,2.61796e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25651e+17,3.58119e+17,3.76133e+17,3.84428e+17,94.0,32.0,?,1
204.0,1980.0,1378.0,97.0,1,4,1.77403e+17,1.95989e+17,2.01e+17,2.27e+17,2.35e+17,2.58296e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.24419e+17,3.48399e+17,3.76133e+17,3.84428e+17,66.0,112.0,4.08e+17,1
242.0,1980.0,?,?,3,10,1.68944e+17,1.95989e+17,1.99e+17,?,2.38e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31586e+17,3.48399e+17,3.66413e+17,3.84428e+17,7.0,336.0,?,1
253.0,1983.0,?,?,0,10,1.78804e+17,1.95989e+17,2.13e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.28579e+17,3.44177e+17,3.76133e+17,3.84428e+17,3.0,37.0,?,1
314.0,1983.0,?,?,2,8,1.77222e+17,1.95989e+17,2.02e+17,?,2.44e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.32681e+17,3.58119e+17,3.76133e+17,3.94148e+17,31.0,89.0,?,1
182.0,1986.0,?,?,7,8,1.62499e+17,1.95989e+17,2.07e+17,?,2.44e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36244e+17,3.58119e+17,3.66413e+17,3.84428e+17,1.0,160.0,?,1
121.0,1986.0,45.0,1.0,10,11,1.6836e+17,1.95989e+17,2.16e+17,2.3e+17,2.38e+17,2.57907e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.30933e+17,3.48399e+17,3.66413e+17,3.84428e+17,312.0,86.0,?,1
180.0,1986.0,201.0,4.0,0,10,1.71801e+17,1.95989e+17,2.12e+17,2.27e+17,2.43e+17,2.67838e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.26254e+17,3.58119e+17,3.76133e+17,3.94148e+17,243.0,137.0,?,0
259.0,1986.0,25.0,6.0,10,13,1.73412e+17,1.95989e+17,2.1e+17,2.19e+17,2.46e+17,2.62265e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.42265e+17,3.48399e+17,3.76133e+17,3.84428e+17,215.0,515.0,?,1
351.0,1986.0,442.0,5.0,0,4,1.66977e+17,1.95989e+17,2.11e+17,2.21e+17,2.41e+17,2.69554e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33328e+17,3.48399e+17,3.76133e+17,3.94148e+17,220.0,553.0,?,1
90.0,1986.0,25.0,?,10,26,1.656e+17,1.95989e+17,2.05e+17,2.22e+17,2.43e+17,2.70038e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,183.0,107.0,?,1
284.0,1970.0,31.0,5.0,4,15,1.72361e+17,1.95989e+17,2.01e+17,2.3e+17,2.37e+17,2.59409e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.26258e+17,3.58119e+17,3.76133e+17,3.84428e+17,138.0,27.0,?,1
332.0,1983.0,746.0,95.0,0,8,1.71368e+17,1.95989e+17,2.01e+17,2.28e+17,2.37e+17,2.59488e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.39238e+17,3.58119e+17,3.76133e+17,3.84428e+17,65.0,136.0,?,1
240.0,1970.0,146.0,41.0,2,8,1.75944e+17,1.95989e+17,2.01e+17,2.29e+17,2.46e+17,2.57063e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.38874e+17,3.48399e+17,3.66413e+17,3.84428e+17,77.0,282.0,?,1
118.0,1980.0,32.0,?,8,48,1.76833e+17,1.95989e+17,2.02e+17,2.29e+17,2.38e+17,2.6497e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.42134e+17,3.58119e+17,3.76133e+17,3.84428e+17,349.0,58.0,?,1
91.0,1986.0,25.0,1.0,17,22,1.75149e+17,1.95989e+17,2.14e+17,2.31e+17,2.46e+17,2.53617e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.66413e+17,3.84428e+17,329.0,38.0,?,1
72.0,1980.0,19.0,?,3,24,1.75009e+17,1.95989e+17,2.06e+17,2.29e+17,2.46e+17,2.6127e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.39131e+17,3.44177e+17,3.66413e+17,3.84428e+17,330.0,9.0,?,1
231.0,1980.0,1312.0,159.0,11,16,1.62603e+17,1.95989e+17,2.12e+17,2.2e+17,2.45e+17,2.68924e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.28528e+17,3.58846e+17,3.76861e+17,3.94875e+17,60.0,?,?,0
91.0,1980.0,19.0,?,1,25,1.70227e+17,1.95989e+17,1.99e+17,2.21e+17,2.4e+17,2.60626e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.39131e+17,3.44177e+17,3.66413e+17,3.84428e+17,346.0,6.0,?,1
129.0,1986.0,45.0,1.0,1,11,1.71142e+17,1.95989e+17,1.98e+17,2.34e+17,2.5e+17,2.56792e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.36501e+17,3.44177e+17,3.66413e+17,3.84428e+17,323.0,7.0,?,1
95.0,1986.0,13.0,?,6,25,1.75779e+17,1.95989e+17,2.09e+17,2.29e+17,2.45e+17,2.55893e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.30843e+17,3.58119e+17,3.76133e+17,3.94148e+17,372.0,160.0,?,1
239.0,1970.0,344.0,23.0,18,22,1.75283e+17,1.95989e+17,2.04e+17,2.25e+17,2.39e+17,2.56185e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.35304e+17,3.58119e+17,3.76133e+17,3.94148e+17,105.0,3.0,?,0
292.0,1980.0,94.0,1.0,6,8,1.65794e+17,1.95989e+17,2e+17,2.24e+17,2.37e+17,2.57014e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31901e+17,3.44177e+17,3.76133e+17,3.94148e+17,182.0,35.0,?,1
102.0,1970.0,40.0,1.0,1,8,1.76322e+17,1.95989e+17,1.99e+17,2.2e+17,2.45e+17,2.54174e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40299e+17,3.58119e+17,3.76133e+17,3.94148e+17,364.0,29.0,?,1
80.0,1980.0,10.0,?,5,6,1.65561e+17,1.95989e+17,2.07e+17,2.21e+17,2.46e+17,2.63512e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.41401e+17,3.58846e+17,3.76861e+17,3.94875e+17,403.0,?,?,1
137.0,1970.0,10.0,1.0,1,12,1.76678e+17,1.95989e+17,2.01e+17,2.27e+17,2.37e+17,2.63257e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.39348e+17,3.58119e+17,3.66413e+17,3.84428e+17,382.0,36.0,?,0
452.0,?,1258.0,207.0,0,7,1.64259e+17,1.95989e+17,2.13e+17,2.19e+17,2.45e+17,2.69252e+17,2.76113e+17,3.04076e+17,3.22817e+17,3.32681e+17,3.58119e+17,3.76133e+17,3.94148e+17,61.0,89.0,?,1
267.0,1986.0,39.0,2.0,2,8,1.66976e+17,1.95989e+17,2.13e+17,2.3e+17,2.38e+17,2.6853e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.31901e+17,3.44177e+17,3.76133e+17,3.94148e+17,134.0,35.0,?,1
265.0,1986.0,25.0,5.0,12,43,1.69431e+17,1.95989e+17,2.04e+17,2.26e+17,2.45e+17,2.56353e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.24805e+17,3.58119e+17,3.76133e+17,3.84428e+17,208.0,11.0,?,1
224.0,1986.0,?,?,16,18,1.779e+17,1.95989e+17,?,?,2.5e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.40854e+17,3.58119e+17,3.76133e+17,3.94148e+17,28.0,63.0,?,1
548.0,?,?,?,0,8,1.70054e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.36541e+17,3.48399e+17,3.76133e+17,3.84428e+17,1.0,178.0,?,1
168.0,1980.0,31.0,3.0,3,6,1.72314e+17,1.95989e+17,2.02e+17,2.23e+17,2.37e+17,2.56389e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.36258e+17,3.58119e+17,3.76133e+17,3.94148e+17,402.0,299.0,?,1
238.0,1970.0,199.0,15.0,2,11,1.75728e+17,1.95989e+17,2.02e+17,2.2e+17,2.45e+17,2.67936e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.33008e+17,3.58119e+17,3.66413e+17,3.84428e+17,298.0,34.0,?,1
89.0,1986.0,42.0,?,5,16,1.74128e+17,1.95989e+17,2.06e+17,2.31e+17,2.4e+17,2.54653e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38847e+17,3.58119e+17,3.76133e+17,3.94148e+17,358.0,26.0,?,1
197.0,1986.0,?,?,7,8,1.67027e+17,1.95989e+17,2.06e+17,?,2.44e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.25651e+17,3.58119e+17,3.76133e+17,3.84428e+17,125.0,30.0,?,1
93.0,1986.0,17.0,?,22,26,1.67115e+17,1.95989e+17,2.02e+17,2.17e+17,2.45e+17,2.66688e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.25528e+17,3.58119e+17,3.66413e+17,3.84428e+17,393.0,23.0,?,1
335.0,1970.0,15.0,?,9,34,1.73233e+17,1.95989e+17,2.16e+17,2.21e+17,2.4e+17,2.67243e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34676e+17,3.44177e+17,3.76133e+17,3.94148e+17,266.0,67.0,?,1
101.0,1980.0,35.0,1.0,9,21,1.65998e+17,1.95989e+17,2.12e+17,2.22e+17,2.45e+17,2.61992e+17,2.73398e+17,2.94356e+17,3.22817e+17,3.32362e+17,3.48399e+17,3.66413e+17,3.84428e+17,388.0,11.0,?,1
252.0,1970.0,197.0,1.0,6,24,1.6228e+17,1.95989e+17,2.12e+17,2.34e+17,2.4e+17,2.66172e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.30425e+17,3.58119e+17,3.76133e+17,3.94148e+17,211.0,1.0,?,1
94.0,1970.0,42.0,1.0,20,22,1.73048e+17,1.95989e+17,2.13e+17,2.29e+17,2.37e+17,2.63257e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31799e+17,3.58119e+17,3.66413e+17,3.84428e+17,394.0,11.0,?,1
168.0,1980.0,122.0,3.0,1,7,1.72314e+17,1.95989e+17,2.02e+17,2.23e+17,2.37e+17,2.56389e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.27259e+17,3.44177e+17,3.66413e+17,3.84428e+17,403.0,82.0,?,1
228.0,1970.0,?,?,7,9,1.74009e+17,1.95989e+17,2.04e+17,?,2.46e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.34728e+17,3.58119e+17,3.76133e+17,3.84428e+17,41.0,37.0,?,1
87.0,1970.0,19.0,?,8,23,1.79747e+17,1.95989e+17,1.99e+17,2.31e+17,2.37e+17,2.61643e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27176e+17,3.58119e+17,3.76133e+17,3.94148e+17,388.0,110.0,?,1
130.0,1980.0,12.0,1.0,5,12,1.70255e+17,1.95989e+17,2.01e+17,2.16e+17,2.44e+17,2.69862e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.24756e+17,3.58119e+17,3.76133e+17,3.84428e+17,402.0,363.0,?,1
355.0,1970.0,70.0,1.0,5,11,1.7047e+17,1.95989e+17,2.12e+17,2.24e+17,2.4e+17,2.52526e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.30771e+17,3.58119e+17,3.76133e+17,3.94148e+17,282.0,65.0,?,1
76.0,1970.0,65.0,1.0,5,26,1.80029e+17,1.95989e+17,2.02e+17,2.21e+17,2.44e+17,2.69938e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.32681e+17,3.58119e+17,3.76133e+17,3.94148e+17,353.0,94.0,?,1
268.0,1986.0,?,?,6,8,1.67921e+17,1.95989e+17,2.16e+17,?,2.41e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38026e+17,3.44177e+17,3.66413e+17,3.84428e+17,24.0,10.0,?,1
293.0,1980.0,?,?,15,23,1.71158e+17,1.95989e+17,2.01e+17,?,2.37e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.32173e+17,3.58846e+17,3.76861e+17,3.94875e+17,13.0,?,?,1
201.0,1983.0,?,?,2,7,1.78076e+17,1.95989e+17,2.16e+17,?,2.45e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.25651e+17,3.58119e+17,3.76133e+17,3.84428e+17,38.0,29.0,?,1
232.0,1970.0,2603.0,151.0,8,11,1.69174e+17,1.95989e+17,2.05e+17,2.23e+17,2.44e+17,2.57908e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.38369e+17,3.48399e+17,3.66413e+17,3.84428e+17,52.0,11.0,?,1
303.0,1980.0,338.0,70.0,18,30,1.76588e+17,1.95989e+17,2.01e+17,2.25e+17,2.46e+17,2.5743e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40728e+17,3.58119e+17,3.76133e+17,3.84428e+17,72.0,281.0,?,1
307.0,1970.0,396.0,180.0,23,33,1.67477e+17,1.95989e+17,2.07e+17,2.23e+17,2.45e+17,2.52813e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31858e+17,3.58119e+17,3.66413e+17,3.84428e+17,44.0,38.0,?,1
316.0,1983.0,424.0,96.0,14,17,1.69633e+17,1.95989e+17,2.07e+17,2.19e+17,2.46e+17,2.5743e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.33328e+17,3.48399e+17,3.76133e+17,3.94148e+17,69.0,551.0,?,1
304.0,1980.0,?,?,4,19,1.6872e+17,1.95989e+17,2.07e+17,?,2.46e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40093e+17,3.48399e+17,3.66413e+17,3.84428e+17,2.0,304.0,?,1
75.0,1986.0,11.0,?,6,12,1.69509e+17,1.95989e+17,2.06e+17,2.18e+17,2.38e+17,2.56341e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.30835e+17,3.58119e+17,3.66413e+17,3.84428e+17,360.0,33.0,?,1
267.0,1986.0,29.0,7.0,3,4,1.77333e+17,1.95989e+17,2.16e+17,2.24e+17,2.45e+17,2.55238e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.32667e+17,3.58119e+17,3.76133e+17,3.84428e+17,120.0,62.0,?,1
914.0,?,?,?,0,11,1.70519e+17,1.87389e+17,?,?,?,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.39041e+17,3.58119e+17,3.76133e+17,3.84428e+17,11.0,165.0,?,1
240.0,1986.0,962.0,131.0,1,5,1.72857e+17,1.95989e+17,2.09e+17,2.29e+17,2.46e+17,2.53825e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34838e+17,3.58119e+17,3.76133e+17,3.84428e+17,53.0,22.0,?,1
107.0,1980.0,19.0,?,0,8,1.69443e+17,1.95989e+17,2.03e+17,2.19e+17,2.4e+17,2.61412e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.28338e+17,3.58119e+17,3.76133e+17,3.84428e+17,332.0,55.0,?,1
312.0,1980.0,40.0,?,6,21,1.68641e+17,1.95989e+17,2e+17,2.28e+17,2.4e+17,2.62912e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31629e+17,3.48399e+17,3.66413e+17,3.84428e+17,250.0,8.0,?,1
290.0,1970.0,?,?,0,15,1.72465e+17,1.95989e+17,?,?,?,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40827e+17,3.58119e+17,3.76133e+17,3.84428e+17,85.0,64.0,?,1
256.0,1980.0,17.0,1.0,8,28,1.68308e+17,1.95989e+17,2.12e+17,2.19e+17,2.46e+17,2.5997e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33313e+17,3.58119e+17,3.66413e+17,3.84428e+17,165.0,28.0,?,1
217.0,1970.0,?,?,1,11,1.65166e+17,1.95989e+17,2.06e+17,?,2.45e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27921e+17,3.58119e+17,3.66413e+17,3.84428e+17,42.0,446.0,?,1
288.0,1986.0,?,?,4,15,1.67807e+17,1.95989e+17,?,?,2.4e+17,2.68774e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.33313e+17,3.58119e+17,3.66413e+17,3.84428e+17,29.0,27.0,?,1
191.0,1970.0,?,?,0,17,1.63098e+17,1.95989e+17,2.04e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.3976e+17,3.44177e+17,3.76133e+17,3.84428e+17,19.0,93.0,?,1
94.0,1986.0,16.0,?,3,10,1.64073e+17,1.95989e+17,2.07e+17,2.17e+17,2.45e+17,2.69319e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.38396e+17,3.44177e+17,3.76133e+17,3.84428e+17,377.0,72.0,?,1
340.0,1970.0,120.0,5.0,20,24,1.7553e+17,1.95989e+17,1.99e+17,2.32e+17,2.5e+17,2.63574e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.66413e+17,3.84428e+17,194.0,31.0,?,1
79.0,1980.0,13.0,?,3,13,1.62273e+17,1.95989e+17,2.04e+17,2.27e+17,2.46e+17,2.53663e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.31901e+17,3.44177e+17,3.76133e+17,3.94148e+17,329.0,40.0,?,1
291.0,1980.0,140.0,4.0,8,18,1.78528e+17,1.95989e+17,2.12e+17,2.17e+17,2.43e+17,2.53997e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.40707e+17,3.58119e+17,3.76133e+17,3.84428e+17,180.0,12.0,?,1
237.0,1983.0,?,?,1,4,1.72758e+17,1.95989e+17,2.14e+17,?,2.5e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.24386e+17,3.48399e+17,3.76133e+17,3.84428e+17,11.0,368.0,?,1
234.0,1983.0,78.0,23.0,0,17,1.68195e+17,1.95989e+17,2.08e+17,2.23e+17,2.46e+17,2.59506e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.32567e+17,3.58119e+17,3.76133e+17,3.94148e+17,93.0,49.0,?,1
232.0,1980.0,70.0,10.0,17,26,1.64037e+17,1.95989e+17,2.14e+17,2.27e+17,2.37e+17,2.6127e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.39348e+17,3.58119e+17,3.66413e+17,3.84428e+17,169.0,39.0,?,1
328.0,1986.0,75.0,2.0,0,7,1.78614e+17,1.95989e+17,2.01e+17,2.21e+17,2.39e+17,2.6497e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.34948e+17,3.44177e+17,3.76133e+17,3.94148e+17,181.0,60.0,4e+17,1
267.0,1980.0,?,?,1,16,1.63545e+17,1.95989e+17,?,?,2.45e+17,2.68774e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.38142e+17,3.44177e+17,3.76133e+17,3.94148e+17,28.0,23.0,?,1
200.0,1970.0,?,?,6,9,1.67803e+17,1.95989e+17,1.99e+17,?,2.38e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.27095e+17,3.48399e+17,3.66413e+17,3.84428e+17,33.0,233.0,?,1
92.0,1970.0,22.0,?,35,41,1.70397e+17,1.95989e+17,2.12e+17,2.33e+17,2.44e+17,2.59137e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.40093e+17,3.48399e+17,3.66413e+17,3.84428e+17,342.0,300.0,?,1
82.0,1980.0,13.0,?,1,24,1.63832e+17,1.95989e+17,2.08e+17,2.21e+17,2.4e+17,2.55914e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.31494e+17,3.58119e+17,3.66413e+17,3.84428e+17,358.0,31.0,?,1
168.0,1980.0,31.0,3.0,5,8,1.72314e+17,1.95989e+17,2.02e+17,2.23e+17,2.37e+17,2.56389e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.25973e+17,3.48399e+17,3.76133e+17,3.84428e+17,402.0,182.0,?,1
246.0,1970.0,?,?,6,45,1.70273e+17,1.95989e+17,2.07e+17,?,2.41e+17,2.68774e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.26905e+17,3.44177e+17,3.76133e+17,3.94148e+17,3.0,21.0,?,1
215.0,1983.0,?,?,7,9,1.71939e+17,1.95989e+17,2.13e+17,?,2.45e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.41929e+17,3.58119e+17,3.66413e+17,3.84428e+17,41.0,35.0,?,1
239.0,?,?,?,1,5,1.72966e+17,1.95989e+17,2.02e+17,?,2.38e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.28767e+17,3.58119e+17,3.66413e+17,3.84428e+17,5.0,6.0,?,1
94.0,1970.0,42.0,1.0,33,39,1.73048e+17,1.95989e+17,2.13e+17,2.29e+17,2.37e+17,2.63257e+17,2.79437e+17,3.04076e+17,3.22817e+17,3.31869e+17,3.58846e+17,3.76861e+17,3.94875e+17,394.0,?,?,0
272.0,1983.0,?,?,0,8,1.76427e+17,1.95989e+17,2.04e+17,?,2.44e+17,2.68774e+17,2.71445e+17,2.94356e+17,3.22817e+17,3.39238e+17,3.58119e+17,3.76133e+17,3.84428e+17,8.0,134.0,?,1
273.0,1980.0,18.0,5.0,7,18,1.73423e+17,1.95989e+17,2.07e+17,2.33e+17,2.4e+17,2.55194e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.35304e+17,3.58119e+17,3.76133e+17,3.94148e+17,196.0,2.0,?,0
194.0,1980.0,556.0,119.0,18,30,1.74249e+17,1.95989e+17,2.02e+17,2.24e+17,2.37e+17,2.58056e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.33186e+17,3.48399e+17,3.76133e+17,3.94148e+17,43.0,335.0,4.06e+17,1
92.0,1986.0,7.0,1.0,18,22,1.6762e+17,1.95989e+17,2.04e+17,2.16e+17,2.45e+17,2.67403e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.2508e+17,3.58119e+17,3.66413e+17,3.84428e+17,380.0,4.0,?,1
298.0,1980.0,26.0,3.0,12,15,1.78684e+17,1.95989e+17,2.14e+17,2.27e+17,2.51e+17,2.62126e+17,2.83435e+17,3.04076e+17,3.22817e+17,3.26172e+17,3.48399e+17,3.66413e+17,3.84428e+17,180.0,316.0,?,1
206.0,1980.0,8.0,1.0,0,40,1.66749e+17,1.95989e+17,2.14e+17,2.31e+17,2.46e+17,2.69362e+17,2.76646e+17,2.94356e+17,3.22817e+17,3.34386e+17,3.58119e+17,3.76133e+17,3.94148e+17,306.0,210.0,?,1
129.0,1986.0,52.0,1.0,9,12,1.71142e+17,1.95989e+17,1.98e+17,2.34e+17,2.5e+17,2.56792e+17,2.72354e+17,2.94356e+17,3.22817e+17,3.30771e+17,3.58119e+17,3.76133e+17,3.94148e+17,324.0,65.0,?,1
84.0,?,17.0,?,10,12,1.7191e+17,1.95989e+17,2.16e+17,2.23e+17,2.46e+17,2.68774e+17,2.87904e+17,2.97527e+17,3.22817e+17,3.28395e+17,3.44177e+17,3.76133e+17,3.94148e+17,339.0,6.0,?,1
